     istep   total_energy_diff     max_eigval_diff      max_delta_diff                 miu
     69410    1.1575597579E-16    9.9920072216E-16    1.0460382560E-15   -4.7388832318E-01
     69411    2.3151195158E-16    1.2212453271E-15    1.0347625534E-15   -4.7388832318E-01
     69412    2.3151195158E-16    9.9920072216E-16    1.0382320004E-15   -4.7388832318E-01
     69413    0.0000000000E+00    1.1102230246E-15    1.0148132334E-15   -4.7388832318E-01
     69414    1.1575597579E-16    9.9920072216E-16    1.0113437865E-15   -4.7388832318E-01
     69415    1.1575597579E-16    1.2212453271E-15    1.0304257447E-15   -4.7388832318E-01
     69416    1.1575597579E-16    9.9920072216E-16    1.0182826804E-15   -4.7388832318E-01
     69417    0.0000000000E+00    1.2212453271E-15    1.0321604682E-15   -4.7388832318E-01
     69418    1.1575597579E-16    1.1102230246E-15    1.0868042577E-15   -4.7388832318E-01
     69419    1.1575597579E-16    9.9920072216E-16    1.0226194891E-15   -4.7388832318E-01
     69420    0.0000000000E+00    1.5543122345E-15    9.9746599869E-16   -4.7388832318E-01
     69421    1.1575597579E-16    1.1102230246E-15    1.0425688091E-15   -4.7388832318E-01
     69422    1.1575597579E-16    1.3322676296E-15    1.0434361708E-15   -4.7388832318E-01
     69423    1.1575597579E-16    9.9920072216E-16    1.0234868508E-15   -4.7388832318E-01
     69424    2.3151195158E-16    9.9920072216E-16    1.0156805952E-15   -4.7388832318E-01
     69425    0.0000000000E+00    1.3322676296E-15    1.0052722543E-15   -4.7388832318E-01
     69426    1.1575597579E-16    9.9920072216E-16    1.0260889360E-15   -4.7388832318E-01
     69427    1.1575597579E-16    9.9920072216E-16    1.0200174039E-15   -4.7388832318E-01
     69428    0.0000000000E+00    1.2212453271E-15    1.0182826804E-15   -4.7388832318E-01
     69429    1.1575597579E-16    1.1102230246E-15    1.0113437865E-15   -4.7388832318E-01
     69430    1.1575597579E-16    1.1102230246E-15    1.0009354456E-15   -4.7388832318E-01
     69431    1.1575597579E-16    1.4432899320E-15    1.0026701691E-15   -4.7388832318E-01
     69432    0.0000000000E+00    1.1102230246E-15    1.0130785100E-15   -4.7388832318E-01
     69433    0.0000000000E+00    1.1102230246E-15    1.0651202142E-15   -4.7388832318E-01
     69434    0.0000000000E+00    9.9920072216E-16    1.0737938316E-15   -4.7388832318E-01
     69435    0.0000000000E+00    9.9920072216E-16    1.0503750647E-15   -4.7388832318E-01
     69436    1.1575597579E-16    9.9920072216E-16    1.0226194891E-15   -4.7388832318E-01
     69437    1.1575597579E-16    1.1102230246E-15    1.0278236595E-15   -4.7388832318E-01
     69438    1.1575597579E-16    9.9920072216E-16    1.0286910213E-15   -4.7388832318E-01
     69439    2.3151195158E-16    9.9920072216E-16    1.0330278299E-15   -4.7388832318E-01
     69440    1.1575597579E-16    9.9920072216E-16    9.7838404045E-16   -4.7388832318E-01
     69441    0.0000000000E+00    9.9920072216E-16    9.9139446652E-16   -4.7388832318E-01
     69442    2.3151195158E-16    1.1102230246E-15    1.0564465969E-15   -4.7388832318E-01
     69443    1.1575597579E-16    1.1102230246E-15    1.0555792351E-15   -4.7388832318E-01
     69444    1.1575597579E-16    1.3322676296E-15    1.0018028074E-15   -4.7388832318E-01
     69445    1.1575597579E-16    1.1102230246E-15    1.0399667238E-15   -4.7388832318E-01
     69446    2.3151195158E-16    1.1102230246E-15    1.0130785100E-15   -4.7388832318E-01
     69447    0.0000000000E+00    1.2212453271E-15    1.0165479569E-15   -4.7388832318E-01
     69448    2.3151195158E-16    1.1102230246E-15    1.0174153187E-15   -4.7388832318E-01
     69449    0.0000000000E+00    1.2212453271E-15    1.0911410664E-15   -4.7388832318E-01
     69450    1.1575597579E-16    9.9920072216E-16    1.0312931065E-15   -4.7388832318E-01
     69451    0.0000000000E+00    1.1102230246E-15    1.0338951917E-15   -4.7388832318E-01
     69452    0.0000000000E+00    1.2212453271E-15    1.0338951917E-15   -4.7388832318E-01
     69453    1.1575597579E-16    1.1102230246E-15    1.0321604682E-15   -4.7388832318E-01
     69454    2.3151195158E-16    1.1102230246E-15    1.0009354456E-15   -4.7388832318E-01
     69455    1.1575597579E-16    1.1102230246E-15    1.0252215743E-15   -4.7388832318E-01
     69456    1.1575597579E-16    1.1102230246E-15    1.0286910213E-15   -4.7388832318E-01
     69457    0.0000000000E+00    1.2212453271E-15    1.0564465969E-15   -4.7388832318E-01
     69458    0.0000000000E+00    9.9920072216E-16    1.0417014473E-15   -4.7388832318E-01
     69459    2.3151195158E-16    1.1102230246E-15    1.0226194891E-15   -4.7388832318E-01
     69460    0.0000000000E+00    1.2212453271E-15    1.0789980021E-15   -4.7388832318E-01
     69461    1.1575597579E-16    9.9920072216E-16    1.0477729795E-15   -4.7388832318E-01
     69462    0.0000000000E+00    1.1102230246E-15    9.9139446652E-16   -4.7388832318E-01
     69463    1.1575597579E-16    1.2212453271E-15    9.9312919000E-16   -4.7388832318E-01
     69464    0.0000000000E+00    9.9920072216E-16    1.0139458717E-15   -4.7388832318E-01
     69465    2.3151195158E-16    1.2212453271E-15    1.0182826804E-15   -4.7388832318E-01
     69466    1.1575597579E-16    9.9920072216E-16    1.0139458717E-15   -4.7388832318E-01
     69467    1.1575597579E-16    9.9920072216E-16    1.0018028074E-15   -4.7388832318E-01
     69468    2.3151195158E-16    1.2212453271E-15    1.0035375309E-15   -4.7388832318E-01
     69469    1.1575597579E-16    1.1102230246E-15    1.0304257447E-15   -4.7388832318E-01
     69470    2.3151195158E-16    9.9920072216E-16    1.0182826804E-15   -4.7388832318E-01
     69471    0.0000000000E+00    9.9920072216E-16    9.9139446652E-16   -4.7388832318E-01
     69472    3.4726792737E-16    1.1102230246E-15    1.0174153187E-15   -4.7388832318E-01
     69473    2.3151195158E-16    1.1102230246E-15    1.0226194891E-15   -4.7388832318E-01
     69474    1.1575597579E-16    1.2212453271E-15    1.0425688091E-15   -4.7388832318E-01
     69475    1.1575597579E-16    9.9920072216E-16    1.0373646386E-15   -4.7388832318E-01
     69476    2.3151195158E-16    1.2212453271E-15    9.8879238131E-16   -4.7388832318E-01
     69477    2.3151195158E-16    9.9920072216E-16    1.1345091533E-15   -4.7388832318E-01
     69478    0.0000000000E+00    1.1102230246E-15    9.8358821088E-16   -4.7388832318E-01
     69479    2.3151195158E-16    9.9920072216E-16    1.0018028074E-15   -4.7388832318E-01
     69480    1.1575597579E-16    1.2212453271E-15    9.9399655173E-16   -4.7388832318E-01
     69481    1.1575597579E-16    9.9920072216E-16    1.0009354456E-15   -4.7388832318E-01
     69482    2.3151195158E-16    1.1102230246E-15    9.8532293435E-16   -4.7388832318E-01
     69483    3.4726792737E-16    9.9920072216E-16    1.0998146838E-15   -4.7388832318E-01
     69484    2.3151195158E-16    1.1102230246E-15    9.9052710478E-16   -4.7388832318E-01
     69485    1.1575597579E-16    1.3322676296E-15    9.7664931697E-16   -4.7388832318E-01
     69486    1.1575597579E-16    9.9920072216E-16    1.0356299152E-15   -4.7388832318E-01
     69487    1.1575597579E-16    9.9920072216E-16    1.0148132334E-15   -4.7388832318E-01
     69488    2.3151195158E-16    9.9920072216E-16    1.0243542126E-15   -4.7388832318E-01
     69489    1.1575597579E-16    1.2212453271E-15    1.0052722543E-15   -4.7388832318E-01
     69490    1.1575597579E-16    1.1102230246E-15    1.0408340856E-15   -4.7388832318E-01
     69491    0.0000000000E+00    1.2212453271E-15    1.0200174039E-15   -4.7388832318E-01
     69492    0.0000000000E+00    1.1102230246E-15    9.8532293435E-16   -4.7388832318E-01
     69493    0.0000000000E+00    1.2212453271E-15    1.0234868508E-15   -4.7388832318E-01
     69494    2.3151195158E-16    8.8817841970E-16    1.0347625534E-15   -4.7388832318E-01
     69495    0.0000000000E+00    9.9920072216E-16    1.0096090630E-15   -4.7388832318E-01
     69496    0.0000000000E+00    9.9920072216E-16    9.9486391347E-16   -4.7388832318E-01
     69497    1.1575597579E-16    9.9920072216E-16    9.7664931697E-16   -4.7388832318E-01
     69498    0.0000000000E+00    1.2212453271E-15    1.0703243847E-15   -4.7388832318E-01
     69499    1.1575597579E-16    9.9920072216E-16    1.0252215743E-15   -4.7388832318E-01
     69500    1.1575597579E-16    1.1102230246E-15    1.0278236595E-15   -4.7388832318E-01
     69501    0.0000000000E+00    9.9920072216E-16    9.8445557262E-16   -4.7388832318E-01
     69502    1.1575597579E-16    1.2212453271E-15    1.0252215743E-15   -4.7388832318E-01
     69503    0.0000000000E+00    1.1102230246E-15    1.0191500421E-15   -4.7388832318E-01
     69504    2.3151195158E-16    1.2212453271E-15    9.9486391347E-16   -4.7388832318E-01
     69505    2.3151195158E-16    1.1102230246E-15    1.0009354456E-15   -4.7388832318E-01
     69506    0.0000000000E+00    1.1102230246E-15    9.9312919000E-16   -4.7388832318E-01
     69507    1.1575597579E-16    1.2212453271E-15    9.7925140219E-16   -4.7388832318E-01
     69508    1.1575597579E-16    1.1102230246E-15    1.0529771499E-15   -4.7388832318E-01
     69509    1.1575597579E-16    1.1102230246E-15    9.8619029609E-16   -4.7388832318E-01
     69510    1.1575597579E-16    9.9920072216E-16    1.0165479569E-15   -4.7388832318E-01
     69511    2.3151195158E-16    1.1102230246E-15    1.0174153187E-15   -4.7388832318E-01
     69512    1.1575597579E-16    1.1102230246E-15    1.0547118734E-15   -4.7388832318E-01
     69513    0.0000000000E+00    1.1102230246E-15    9.8098612566E-16   -4.7388832318E-01
     69514    1.1575597579E-16    1.1102230246E-15    9.9312919000E-16   -4.7388832318E-01
     69515    0.0000000000E+00    9.9920072216E-16    1.0347625534E-15   -4.7388832318E-01
     69516    2.3151195158E-16    1.1102230246E-15    1.0096090630E-15   -4.7388832318E-01
     69517    2.3151195158E-16    1.1102230246E-15    9.7751667871E-16   -4.7388832318E-01
     69518    1.1575597579E-16    1.1102230246E-15    1.0070069778E-15   -4.7388832318E-01
     69519    1.1575597579E-16    9.9920072216E-16    1.0217521274E-15   -4.7388832318E-01
     69520    2.3151195158E-16    1.1102230246E-15    9.9659863695E-16   -4.7388832318E-01
     69521    2.3151195158E-16    8.8817841970E-16    1.1015494072E-15   -4.7388832318E-01
     69522    2.3151195158E-16    1.1102230246E-15    1.0052722543E-15   -4.7388832318E-01
     69523    1.1575597579E-16    9.9920072216E-16    1.0113437865E-15   -4.7388832318E-01
     69524    1.1575597579E-16    1.1102230246E-15    1.0061396161E-15   -4.7388832318E-01
     69525    2.3151195158E-16    1.1657341759E-15    1.0252215743E-15   -4.7388832318E-01
     69526    2.3151195158E-16    1.1102230246E-15    1.0026701691E-15   -4.7388832318E-01
     69527    1.1575597579E-16    1.3322676296E-15    9.8445557262E-16   -4.7388832318E-01
     69528    2.3151195158E-16    9.9920072216E-16    1.0737938316E-15   -4.7388832318E-01
     69529    1.1575597579E-16    1.1102230246E-15    1.0096090630E-15   -4.7388832318E-01
     69530    2.3151195158E-16    1.1102230246E-15    1.0417014473E-15   -4.7388832318E-01
     69531    1.1575597579E-16    1.3322676296E-15    1.0087417013E-15   -4.7388832318E-01
     69532    0.0000000000E+00    9.9920072216E-16    9.6884306133E-16   -4.7388832318E-01
     69533    1.1575597579E-16    1.2212453271E-15    9.9139446652E-16   -4.7388832318E-01
     69534    2.3151195158E-16    8.8817841970E-16    9.8965974304E-16   -4.7388832318E-01
     69535    0.0000000000E+00    1.1102230246E-15    1.0200174039E-15   -4.7388832318E-01
     69536    1.1575597579E-16    1.1102230246E-15    1.0130785100E-15   -4.7388832318E-01
     69537    1.1575597579E-16    1.1102230246E-15    9.9226182826E-16   -4.7388832318E-01
     69538    0.0000000000E+00    1.1102230246E-15    1.0512424264E-15   -4.7388832318E-01
     69539    0.0000000000E+00    1.2212453271E-15    9.5669999700E-16   -4.7388832318E-01
     69540    1.1575597579E-16    1.1102230246E-15    1.1084883011E-15   -4.7388832318E-01
     69541    1.1575597579E-16    1.1102230246E-15    9.6537361438E-16   -4.7388832318E-01
     69542    0.0000000000E+00    1.2212453271E-15    1.0113437865E-15   -4.7388832318E-01
     69543    2.3151195158E-16    1.1102230246E-15    1.0035375309E-15   -4.7388832318E-01
     69544    1.1575597579E-16    1.2212453271E-15    9.8532293435E-16   -4.7388832318E-01
     69545    1.1575597579E-16    1.3322676296E-15    1.0096090630E-15   -4.7388832318E-01
     69546    0.0000000000E+00    9.9920072216E-16    1.0460382560E-15   -4.7388832318E-01
     69547    1.1575597579E-16    1.1102230246E-15    9.7231250829E-16   -4.7388832318E-01
     69548    1.1575597579E-16    8.8817841970E-16    1.0538445117E-15   -4.7388832318E-01
     69549    0.0000000000E+00    1.1102230246E-15    1.0876716194E-15   -4.7388832318E-01
     69550    1.1575597579E-16    1.2212453271E-15    1.0035375309E-15   -4.7388832318E-01
     69551    1.1575597579E-16    1.2212453271E-15    9.8965974304E-16   -4.7388832318E-01
     69552    2.3151195158E-16    1.1102230246E-15    9.9746599869E-16   -4.7388832318E-01
     69553    2.3151195158E-16    1.1102230246E-15    1.0096090630E-15   -4.7388832318E-01
     69554    2.3151195158E-16    1.3322676296E-15    1.0477729795E-15   -4.7388832318E-01
     69555    1.1575597579E-16    9.9920072216E-16    1.0200174039E-15   -4.7388832318E-01
     69556    1.1575597579E-16    1.1102230246E-15    9.9139446652E-16   -4.7388832318E-01
     69557    1.1575597579E-16    1.1102230246E-15    1.0052722543E-15   -4.7388832318E-01
     69558    0.0000000000E+00    1.1102230246E-15    1.0148132334E-15   -4.7388832318E-01
     69559    1.1575597579E-16    9.9920072216E-16    1.0044048926E-15   -4.7388832318E-01
     69560    2.3151195158E-16    9.9920072216E-16    1.0304257447E-15   -4.7388832318E-01
     69561    1.1575597579E-16    8.8817841970E-16    9.7664931697E-16   -4.7388832318E-01
     69562    0.0000000000E+00    1.4432899320E-15    1.0200174039E-15   -4.7388832318E-01
     69563    1.1575597579E-16    1.2212453271E-15    1.1084883011E-15   -4.7388832318E-01
     69564    0.0000000000E+00    1.3322676296E-15    9.7404723176E-16   -4.7388832318E-01
     69565    2.3151195158E-16    1.1102230246E-15    9.7317987002E-16   -4.7388832318E-01
     69566    1.1575597579E-16    1.2212453271E-15    9.8272084914E-16   -4.7388832318E-01
     69567    0.0000000000E+00    1.1102230246E-15    1.0295583830E-15   -4.7388832318E-01
     69568    0.0000000000E+00    1.2212453271E-15    9.9746599869E-16   -4.7388832318E-01
     69569    0.0000000000E+00    1.2212453271E-15    1.0737938316E-15   -4.7388832318E-01
     69570    1.1575597579E-16    9.9920072216E-16    9.6710833786E-16   -4.7388832318E-01
     69571    0.0000000000E+00    1.1102230246E-15    1.0243542126E-15   -4.7388832318E-01
     69572    1.1575597579E-16    1.4432899320E-15    1.0599160438E-15   -4.7388832318E-01
     69573    0.0000000000E+00    1.4432899320E-15    9.7838404045E-16   -4.7388832318E-01
     69574    0.0000000000E+00    1.1102230246E-15    1.0252215743E-15   -4.7388832318E-01
     69575    2.3151195158E-16    1.1102230246E-15    9.8272084914E-16   -4.7388832318E-01
     69576    1.1575597579E-16    9.9920072216E-16    9.9312919000E-16   -4.7388832318E-01
     69577    0.0000000000E+00    1.1102230246E-15    1.0729264699E-15   -4.7388832318E-01
     69578    2.3151195158E-16    1.2212453271E-15    1.0052722543E-15   -4.7388832318E-01
     69579    1.1575597579E-16    1.2212453271E-15    1.0018028074E-15   -4.7388832318E-01
     69580    1.1575597579E-16    9.9920072216E-16    9.7664931697E-16   -4.7388832318E-01
     69581    3.4726792737E-16    1.1102230246E-15    1.0651202142E-15   -4.7388832318E-01
     69582    2.3151195158E-16    1.1102230246E-15    9.7925140219E-16   -4.7388832318E-01
     69583    1.1575597579E-16    1.1102230246E-15    9.8272084914E-16   -4.7388832318E-01
     69584    0.0000000000E+00    1.3322676296E-15    9.8011876393E-16   -4.7388832318E-01
     69585    2.3151195158E-16    1.1102230246E-15    1.0321604682E-15   -4.7388832318E-01
     69586    2.3151195158E-16    1.1102230246E-15    1.0338951917E-15   -4.7388832318E-01
     69587    1.1575597579E-16    1.2212453271E-15    1.0399667238E-15   -4.7388832318E-01
     69588    1.1575597579E-16    1.1102230246E-15    9.6537361438E-16   -4.7388832318E-01
     69589    2.3151195158E-16    1.1102230246E-15    1.0087417013E-15   -4.7388832318E-01
     69590    1.1575597579E-16    1.1102230246E-15    9.7664931697E-16   -4.7388832318E-01
     69591    0.0000000000E+00    1.2212453271E-15    1.0252215743E-15   -4.7388832318E-01
     69592    1.1575597579E-16    1.1102230246E-15    9.8098612566E-16   -4.7388832318E-01
     69593    1.1575597579E-16    1.1102230246E-15    9.8272084914E-16   -4.7388832318E-01
     69594    1.1575597579E-16    1.1102230246E-15    9.9139446652E-16   -4.7388832318E-01
