 istep =  100001
     ik     ic     iv              Real              Imag               Abs
    895      1      2   6.979108769E-03   1.299959621E-03   7.099144613E-03
    896      1      2   7.777994895E-03   2.098997755E-03   8.056239580E-03
    897      1      2   9.119651043E-03   3.199019257E-03   9.664458565E-03
    898      1      2   9.786016190E-03   4.637804624E-03   1.082937416E-02
    899      1      2   9.817086928E-03   6.379544640E-03   1.170785145E-02
    900      1      2   1.045045433E-02   7.400349772E-03   1.280535718E-02
    901      1      2   1.099780674E-02   8.593193792E-03   1.395688836E-02
    902      1      2   1.106483796E-02   9.170981810E-03   1.437141421E-02
    903      1      2   1.048564893E-02   8.672149133E-03   1.360716738E-02
    904      1      2   1.073213932E-02   8.215696724E-03   1.351578659E-02
    905      1      2   1.164302820E-02   6.784057342E-03   1.347529368E-02
    906      1      2   1.043445770E-02   2.271097084E-03   1.067875412E-02
    907      1      2   1.042045590E-02  -6.270641936E-03   1.216169607E-02
    908      1      2   7.239149758E-03  -3.994935664E-02   4.059995548E-02
    909      1      2   1.456593156E-02  -7.032733865E-02   7.181992010E-02
    910      1      2   1.728765047E-02  -8.382485401E-02   8.558895377E-02
    911      1      2   1.312126215E-03  -5.394905085E-02   5.396500499E-02
    912      1      2  -1.048508205E-03  -3.407433600E-02   3.409046411E-02
    913      1      2   7.706749685E-04  -3.193390875E-02   3.194320691E-02
    914      1      2   2.023279705E-03  -2.927300504E-02   2.934284384E-02
    915      1      2   2.353113582E-03  -3.083058231E-02   3.092025143E-02
    916      1      2   1.569478313E-03  -2.614539909E-02   2.619246372E-02
    917      1      2   1.510082316E-03  -1.969754424E-02   1.975534352E-02
    918      1      2   4.155580986E-04  -2.004276380E-02   2.004707134E-02
    919      1      2  -1.336181025E-03  -2.113174190E-02   2.117394379E-02
    920      1      2  -5.128619992E-03  -2.315167012E-02   2.371291994E-02
    921      1      2  -7.922179398E-03  -2.709156990E-02   2.822612418E-02
    922      1      2  -1.979984616E-02  -1.965880022E-02   2.790165469E-02
    923      1      2  -1.344019589E-02   1.351677478E-03   1.350799384E-02
    924      1      2  -3.936714041E-03  -4.532252330E-03   6.003251504E-03
    925      1      2  -2.072404669E-04  -3.236987388E-04   3.843559348E-04
    926      1      2   1.976215436E-03   5.188282627E-04   2.043186290E-03
    927      1      2   1.098762731E-03   2.618067612E-03   2.839288214E-03
    928      1      2  -1.084921001E-03   6.403332119E-03   6.494591273E-03
    929      1      2  -1.739584383E-03   7.527762699E-03   7.726148140E-03
    930      1      2  -4.328481581E-03   1.015308304E-02   1.103724821E-02
    931      1      2  -5.534633712E-03   1.031831268E-02   1.170896011E-02
    932      1      2  -8.510623220E-03   1.152678425E-02   1.432820514E-02
    933      1      2  -1.125166894E-02   1.168138916E-02   1.621896750E-02
    934      1      2  -1.444714127E-02   1.251505577E-02   1.911403965E-02
    935      1      2  -1.935295305E-02   1.546504710E-02   2.477305943E-02
    936      1      2  -2.801148145E-02   1.917321192E-02   3.394488398E-02
    937      1      2  -4.700072812E-02   1.945302096E-02   5.086736152E-02
    938      1      2  -1.080869494E-01   2.452470718E-02   1.108343354E-01
    939      1      2  -9.748492662E-03  -2.109514499E-03   9.974124554E-03
    940      1      2   2.455224661E-03  -5.464010532E-03   5.990287074E-03
    941      1      2   9.367471943E-03  -6.786767942E-03   1.156761642E-02
    942      1      2   1.124829640E-02  -6.916467135E-03   1.320460865E-02
    943      1      2   1.124503055E-02  -5.800578605E-03   1.265296108E-02
    944      1      2   1.209576377E-02  -5.600803015E-03   1.332953471E-02
    945      1      2   1.167521558E-02  -4.294787669E-03   1.244009083E-02
    946      1      2   1.096434833E-02  -2.859727743E-03   1.133115074E-02
    947      1      2   9.971820669E-03  -1.633817513E-03   1.010477942E-02
    948      1      2   9.088437065E-03  -1.036067321E-03   9.147301448E-03
    949      1      2   7.983733361E-03  -3.288415811E-04   7.990502810E-03
    950      1      2   7.016771126E-03   2.759444555E-05   7.016825385E-03
    951      1      2   6.116393866E-03   5.075305570E-05   6.116604434E-03
    952      1      2   5.365037267E-03   3.059130786E-04   5.373751733E-03
    953      1      2   4.780813507E-03   2.992231403E-04   4.790168293E-03
    954      1      2   4.209642365E-03   3.693972941E-04   4.225818643E-03
    955      1      2   3.767788762E-03   3.500248356E-04   3.784012360E-03
    956      1      2   3.388828547E-03   4.085763358E-04   3.413369822E-03
    957      1      2   3.017228062E-03   3.942124342E-04   3.042871772E-03
    958      1      2   2.686944174E-03   4.461172040E-04   2.723727144E-03
    959      1      2   2.466099472E-03   3.868934016E-04   2.496263830E-03
    960      1      2   2.226426335E-03   3.915457595E-04   2.260593353E-03
    961      1      2   2.043903097E-03   3.751653899E-04   2.078049311E-03
    962      1      2   1.877759088E-03   3.128183170E-04   1.903637174E-03
    963      1      2   1.736492104E-03   3.248089727E-04   1.766608529E-03
    964      1      2   1.628459757E-03   2.951283558E-04   1.654986987E-03
    965      1      2   1.485995084E-03   3.201892613E-04   1.520099521E-03
    966      1      2   1.401989487E-03   3.181797402E-04   1.437641426E-03
    967      1      2   1.310689640E-03   3.068818055E-04   1.346136611E-03
    968      1      2   1.219251994E-03   2.737985251E-04   1.249616364E-03
    969      1      2   1.132795335E-03   2.884496331E-04   1.168943310E-03
    970      1      2   1.034663492E-03   2.773438172E-04   1.071190055E-03
    971      1      2   1.046307310E-03  -1.743224388E-04   1.060729607E-03
    972      1      2   1.140328382E-03  -2.077312309E-04   1.159094942E-03
    973      1      2   1.215789739E-03  -2.240210736E-04   1.236256499E-03
    974      1      2   1.301214395E-03  -2.589605149E-04   1.326732622E-03
    975      1      2   1.386478898E-03  -2.704458079E-04   1.412609170E-03
    976      1      2   1.473537212E-03  -2.735761884E-04   1.498718068E-03
    977      1      2   1.565649926E-03  -2.893482254E-04   1.592162707E-03
    978      1      2   1.642069847E-03  -3.472671533E-04   1.678388470E-03
    979      1      2   1.747281188E-03  -3.803251203E-04   1.788194270E-03
    980      1      2   1.867856132E-03  -4.350739072E-04   1.917857094E-03
    981      1      2   2.038226587E-03  -4.606703567E-04   2.089637480E-03
    982      1      2   2.242484317E-03  -4.372622632E-04   2.284717531E-03
    983      1      2   2.442174781E-03  -4.325695901E-04   2.480188322E-03
    984      1      2   2.692892237E-03  -4.012147960E-04   2.722616740E-03
    985      1      2   3.073677780E-03  -3.625506134E-04   3.094985952E-03
    986      1      2   3.403683794E-03  -3.785982933E-04   3.424675173E-03
    987      1      2   3.826665469E-03  -1.824333169E-04   3.831011685E-03
    988      1      2   4.324102068E-03  -7.796178498E-05   4.324804820E-03
    989      1      2   4.950899850E-03   2.892624455E-04   4.959342909E-03
    990      1      2   5.722446207E-03   7.163779153E-04   5.767112615E-03
    991      1      2   6.710502235E-03   1.273483158E-03   6.830270829E-03
    992      1      2   7.764569906E-03   1.874081238E-03   7.987535685E-03
    993      1      2   8.383222566E-03   3.057540383E-03   8.923394746E-03
    994      1      2   9.666210429E-03   4.417728286E-03   1.062788536E-02
    995      1      2   1.103954454E-02   5.998956231E-03   1.256419593E-02
    996      1      2   1.104169174E-02   7.245083878E-03   1.320644527E-02
    997      1      2   1.170904287E-02   8.772461475E-03   1.463071308E-02
    998      1      2   1.198270605E-02   1.005623650E-02   1.564330965E-02
    999      1      2   1.238083930E-02   1.100879438E-02   1.656739978E-02
   1000      1      2   1.229391769E-02   1.167401583E-02   1.695355590E-02
   1001      1      2   1.218899912E-02   1.117607664E-02   1.653712154E-02
   1002      1      2   1.274497158E-02   9.855966894E-03   1.611131230E-02
   1003      1      2   1.205315986E-02   5.447762837E-03   1.322712298E-02
   1004      1      2   1.102934520E-02  -3.119711559E-03   1.146207031E-02
   1005      1      2   1.094607654E-02  -3.016028297E-02   3.208518756E-02
   1006      1      2   1.839663914E-02  -4.707884213E-02   5.054556072E-02
   1007      1      2   1.315668973E-02  -8.847935874E-02   8.945219621E-02
   1008      1      2   5.162649118E-03  -6.238615804E-02   6.259940623E-02
   1009      1      2  -1.378837289E-03  -3.552405479E-02   3.555080394E-02
   1010      1      2  -4.500890895E-04  -3.075048486E-02   3.075377862E-02
   1011      1      2   1.612639696E-03  -3.438303189E-02   3.442082928E-02
   1012      1      2   2.233028608E-03  -3.249011003E-02   3.256675708E-02
   1013      1      2   1.638678721E-03  -2.786143733E-02   2.790958541E-02
   1014      1      2   1.316114263E-03  -2.298117241E-02   2.301882799E-02
   1015      1      2   8.074888844E-05  -2.329879219E-02   2.329893212E-02
   1016      1      2  -1.949757610E-03  -2.293568713E-02   2.301841217E-02
   1017      1      2  -5.269359829E-03  -2.382359008E-02   2.439937699E-02
   1018      1      2  -1.681290345E-02  -2.063189203E-02   2.661482089E-02
   1019      1      2  -2.350410829E-02  -1.774831366E-02   2.945243189E-02
   1020      1      2  -8.934546611E-03  -2.608087725E-02   2.756879179E-02
   1021      1      2  -2.844918268E-03  -6.404299826E-03   7.007754007E-03
   1022      1      2  -4.451279219E-05   1.278763503E-03   1.279537997E-03
   1023      1      2  -7.728459183E-04   4.823789742E-03   4.885308413E-03
   1024      1      2   6.367536024E-04   3.760117962E-03   3.813652087E-03
   1025      1      2  -1.449263687E-03   7.286343160E-03   7.429075439E-03
   1026      1      2  -2.872554738E-03   8.638843092E-03   9.103910187E-03
   1027      1      2  -3.996005474E-03   8.069239054E-03   9.004481033E-03
   1028      1      2  -6.472191366E-03   1.069616522E-02   1.250188832E-02
   1029      1      2  -9.095481469E-03   1.151754329E-02   1.467588452E-02
   1030      1      2  -1.225634893E-02   1.089003564E-02   1.639545563E-02
   1031      1      2  -1.525710928E-02   1.122888382E-02   1.894379094E-02
   1032      1      2  -2.016439099E-02   1.422669326E-02   2.467795504E-02
   1033      1      2  -2.810949555E-02   1.524763076E-02   3.197864888E-02
   1034      1      2  -4.794275385E-02   1.688030850E-02   5.082767417E-02
   1035      1      2  -1.006340237E-01   8.795080585E-03   1.010176231E-01
   1036      1      2  -6.550340146E-03  -8.176089391E-03   1.047642085E-02
   1037      1      2   6.137589452E-03  -9.299484218E-03   1.114228033E-02
   1038      1      2   1.019997171E-02  -8.892819533E-03   1.353224527E-02
   1039      1      2   1.181379351E-02  -8.408497200E-03   1.450063938E-02
   1040      1      2   1.303498456E-02  -7.758661117E-03   1.516929941E-02
   1041      1      2   1.297210207E-02  -6.465869667E-03   1.449423688E-02
   1042      1      2   1.297533042E-02  -5.470265796E-03   1.408129991E-02
   1043      1      2   1.210455220E-02  -4.048793465E-03   1.276373427E-02
   1044      1      2   1.089555547E-02  -2.282452081E-03   1.113205805E-02
   1045      1      2   9.848048549E-03  -1.745153021E-03   1.000148086E-02
   1046      1      2   8.689114274E-03  -6.702166811E-04   8.714923824E-03
   1047      1      2   7.658967542E-03  -2.170909169E-04   7.662043610E-03
   1048      1      2   6.692834138E-03  -1.394396711E-04   6.694286536E-03
   1049      1      2   5.854180236E-03   8.333149787E-05   5.854773298E-03
   1050      1      2   5.151907134E-03   2.215538491E-04   5.156668811E-03
   1051      1      2   4.582600071E-03   2.399873539E-04   4.588879748E-03
   1052      1      2   4.076005981E-03   2.786975656E-04   4.085522867E-03
   1053      1      2   3.650697048E-03   2.552359211E-04   3.659608491E-03
   1054      1      2   3.197001961E-03   3.502512868E-04   3.216130828E-03
   1055      1      2   2.927145750E-03   3.282931127E-04   2.945498024E-03
   1056      1      2   2.644479651E-03   3.311700934E-04   2.665135317E-03
   1057      1      2   2.383652761E-03   3.419168035E-04   2.408050578E-03
   1058      1      2   2.177628402E-03   3.335708744E-04   2.203028594E-03
   1059      1      2   1.987521751E-03   2.925579016E-04   2.008938236E-03
   1060      1      2   1.854391401E-03   3.041284779E-04   1.879165134E-03
   1061      1      2   1.688645522E-03   3.429519800E-04   1.723119195E-03
   1062      1      2   1.567495819E-03   3.275052730E-04   1.601344075E-03
   1063      1      2   1.472883889E-03   3.223402552E-04   1.507743410E-03
   1064      1      2   1.369535097E-03   3.174160640E-04   1.405837593E-03
   1065      1      2   1.271827079E-03   3.074518383E-04   1.308461215E-03
   1066      1      2   1.170288823E-03   2.849901207E-04   1.204489642E-03
   1067      1      2   1.066100513E-03   2.550419646E-04   1.096182789E-03
   1068      1      2   1.086837101E-03  -1.723735025E-04   1.100421514E-03
   1069      1      2   1.188602642E-03  -2.004533382E-04   1.205386984E-03
   1070      1      2   1.276955868E-03  -1.878870675E-04   1.290704396E-03
   1071      1      2   1.373314916E-03  -2.265462101E-04   1.391875369E-03
   1072      1      2   1.449506370E-03  -2.518527907E-04   1.471223486E-03
   1073      1      2   1.540181730E-03  -2.590242589E-04   1.561810913E-03
   1074      1      2   1.645032668E-03  -2.797302870E-04   1.668646611E-03
   1075      1      2   1.736614589E-03  -2.813513503E-04   1.759258029E-03
   1076      1      2   1.845548895E-03  -3.068182022E-04   1.870878974E-03
   1077      1      2   2.005648071E-03  -3.147551990E-04   2.030195808E-03
   1078      1      2   2.183757758E-03  -3.778424991E-04   2.216204616E-03
   1079      1      2   2.421040220E-03  -3.597080948E-04   2.447616322E-03
   1080      1      2   2.656425990E-03  -3.068686604E-04   2.674091886E-03
   1081      1      2   2.882696839E-03  -3.268250061E-04   2.901164534E-03
   1082      1      2   3.299246922E-03  -2.329172074E-04   3.307458341E-03
   1083      1      2   3.668058260E-03  -1.167414129E-04   3.669915524E-03
   1084      1      2   4.128024028E-03   9.560420631E-05   4.129130966E-03
   1085      1      2   4.694639151E-03   3.440334075E-04   4.707228032E-03
   1086      1      2   5.384719462E-03   6.200909988E-04   5.420305944E-03
   1087      1      2   6.233844434E-03   1.182614839E-03   6.345029101E-03
   1088      1      2   7.286808005E-03   1.650621861E-03   7.471420443E-03
   1089      1      2   8.408859902E-03   2.480506381E-03   8.767088272E-03
   1090      1      2   9.456112190E-03   3.403410537E-03   1.004993836E-02
   1091      1      2   1.026297550E-02   5.210072794E-03   1.150971436E-02
   1092      1      2   1.178045670E-02   7.052516190E-03   1.373015457E-02
   1093      1      2   1.233515446E-02   8.759540302E-03   1.512896499E-02
   1094      1      2   1.334410616E-02   1.064529868E-02   1.707007772E-02
   1095      1      2   1.334298958E-02   1.219802018E-02   1.807835909E-02
   1096      1      2   1.339607327E-02   1.279007271E-02   1.852135899E-02
   1097      1      2   1.333208481E-02   1.364980897E-02   1.908040278E-02
   1098      1      2   1.374271761E-02   1.388011450E-02   1.953253353E-02
   1099      1      2   1.419620660E-02   1.255696026E-02   1.895282387E-02
   1100      1      2   1.312117686E-02   9.653925166E-03   1.628998322E-02
   1101      1      2   1.354260779E-02   3.546441607E-03   1.399926691E-02
   1102      1      2   1.440341172E-02  -2.013255842E-02   2.475435675E-02
   1103      1      2   2.087485739E-02  -4.177694042E-02   4.670195309E-02
   1104      1      2   1.829402169E-02  -8.993452977E-02   9.177630890E-02
   1105      1      2   6.542413215E-03  -6.662139153E-02   6.694186268E-02
   1106      1      2  -1.916789203E-04  -4.391409019E-02   4.391450852E-02
   1107      1      2  -1.125472785E-03  -3.379177457E-02   3.381051194E-02
   1108      1      2   3.060517531E-04  -3.361055062E-02   3.361194402E-02
   1109      1      2   1.244307614E-03  -3.153852596E-02   3.156306261E-02
   1110      1      2   1.395917290E-03  -3.051622676E-02   3.054813711E-02
   1111      1      2   6.688229892E-04  -2.701695331E-02   2.702523063E-02
   1112      1      2  -2.753635600E-04  -2.583814437E-02   2.583961163E-02
   1113      1      2  -2.521665039E-03  -2.487600177E-02   2.500348493E-02
   1114      1      2  -6.711865481E-03  -2.506543557E-02   2.594851053E-02
   1115      1      2  -1.508861039E-02  -2.743121784E-02   3.130715374E-02
   1116      1      2  -1.426932742E-02  -3.184884928E-02   3.489932529E-02
   1117      1      2  -6.111743571E-03  -3.069289638E-02   3.129548366E-02
   1118      1      2  -3.327387002E-04  -1.428104360E-02   1.428491936E-02
   1119      1      2  -9.207730713E-04   2.596645957E-03   2.755066837E-03
   1120      1      2  -2.899148653E-04   4.921621776E-03   4.930153297E-03
   1121      1      2  -1.857044672E-03   8.077201883E-03   8.287931296E-03
   1122      1      2  -2.526900376E-03   9.372627375E-03   9.707284349E-03
   1123      1      2  -4.306203347E-03   1.037115723E-02   1.122961663E-02
   1124      1      2  -4.785240650E-03   9.834509787E-03   1.093691505E-02
   1125      1      2  -6.355624922E-03   9.483743427E-03   1.141645118E-02
   1126      1      2  -1.008399066E-02   1.067253657E-02   1.468298009E-02
   1127      1      2  -1.325114554E-02   1.114153505E-02   1.731261567E-02
   1128      1      2  -1.621310694E-02   1.133821688E-02   1.978433721E-02
   1129      1      2  -2.117185692E-02   1.319671917E-02   2.494796429E-02
   1130      1      2  -2.754073497E-02   9.258051399E-03   2.905518196E-02
   1131      1      2  -4.455836416E-02   8.623136993E-03   4.538508905E-02
   1132      1      2  -9.917361033E-02  -2.042932569E-02   1.012559249E-01
   1133      1      2   1.804082952E-03  -1.217526309E-02   1.230819835E-02
   1134      1      2   7.143270141E-03  -1.159707497E-02   1.362051600E-02
   1135      1      2   1.183129981E-02  -1.107002245E-02   1.620262485E-02
   1136      1      2   1.317537058E-02  -9.851016890E-03   1.645092471E-02
   1137      1      2   1.397604103E-02  -8.773446515E-03   1.650160861E-02
   1138      1      2   1.427465709E-02  -7.655219451E-03   1.619778441E-02
   1139      1      2   1.389733462E-02  -6.503851299E-03   1.534392359E-02
   1140      1      2   1.279482815E-02  -4.698486394E-03   1.363023851E-02
   1141      1      2   1.222189007E-02  -3.790922985E-03   1.279631564E-02
   1142      1      2   1.070369786E-02  -2.144390366E-03   1.091638942E-02
   1143      1      2   9.467984233E-03  -1.252683953E-03   9.550494360E-03
   1144      1      2   8.436885100E-03  -7.471990268E-04   8.469907707E-03
   1145      1      2   7.286809646E-03  -4.531696155E-04   7.300887447E-03
   1146      1      2   6.343085344E-03  -5.107383361E-05   6.343290961E-03
   1147      1      2   5.572980862E-03   9.901328453E-05   5.573860360E-03
   1148      1      2   4.973954529E-03   1.020765388E-04   4.975001837E-03
   1149      1      2   4.416640001E-03   2.394076697E-04   4.423123888E-03
   1150      1      2   3.985533922E-03   1.603243919E-04   3.988757270E-03
   1151      1      2   3.482406831E-03   2.833294888E-04   3.493913699E-03
   1152      1      2   3.147977022E-03   3.066463384E-04   3.162877061E-03
   1153      1      2   2.827516742E-03   2.681134893E-04   2.840199953E-03
   1154      1      2   2.561325747E-03   3.044998362E-04   2.579362273E-03
   1155      1      2   2.335793489E-03   2.730480821E-04   2.351698636E-03
   1156      1      2   2.119380998E-03   2.638914666E-04   2.135746829E-03
   1157      1      2   1.937877823E-03   2.750209821E-04   1.957295838E-03
   1158      1      2   1.776143326E-03   3.304507308E-04   1.806621931E-03
   1159      1      2   1.655744436E-03   3.239341074E-04   1.687134536E-03
   1160      1      2   1.543437662E-03   3.066757773E-04   1.573610450E-03
   1161      1      2   1.418608278E-03   3.014563176E-04   1.450284578E-03
   1162      1      2   1.321662599E-03   2.725222181E-04   1.349466704E-03
   1163      1      2   1.211643281E-03   2.657552133E-04   1.240445595E-03
   1164      1      2   1.107518354E-03   2.490940368E-04   1.135184894E-03
   1165      1      2   1.122017823E-03  -1.524656591E-04   1.132329357E-03
   1166      1      2   1.238969044E-03  -1.611205488E-04   1.249401506E-03
   1167      1      2   1.334830825E-03  -1.616910802E-04   1.344588166E-03
   1168      1      2   1.433792466E-03  -1.972950819E-04   1.447303073E-03
   1169      1      2   1.524769712E-03  -2.057637843E-04   1.538590722E-03
   1170      1      2   1.626502754E-03  -2.156399077E-04   1.640735133E-03
   1171      1      2   1.723500119E-03  -2.211843497E-04   1.737634938E-03
   1172      1      2   1.837479781E-03  -2.247631282E-04   1.851175413E-03
   1173      1      2   1.950668824E-03  -2.508679157E-04   1.966734240E-03
   1174      1      2   2.137289840E-03  -2.648224881E-04   2.153633861E-03
   1175      1      2   2.319107736E-03  -2.882754847E-04   2.336956022E-03
   1176      1      2   2.569529474E-03  -2.565905090E-04   2.582309123E-03
   1177      1      2   2.843016700E-03  -2.105771293E-04   2.850804568E-03
   1178      1      2   3.139890286E-03  -1.897535804E-04   3.145618767E-03
   1179      1      2   3.572076004E-03  -9.041440855E-05   3.573220080E-03
   1180      1      2   3.964670367E-03   5.500332333E-05   3.965051889E-03
   1181      1      2   4.538395116E-03   2.864793860E-04   4.547427917E-03
   1182      1      2   5.113234667E-03   7.402244385E-04   5.166536653E-03
   1183      1      2   5.898096846E-03   1.063590744E-03   5.993227150E-03
   1184      1      2   6.724706749E-03   1.591533440E-03   6.910474625E-03
   1185      1      2   7.945440030E-03   2.180149692E-03   8.239118275E-03
   1186      1      2   9.048989536E-03   3.132085682E-03   9.575707407E-03
   1187      1      2   1.012855931E-02   3.970229925E-03   1.087889881E-02
   1188      1      2   1.121639347E-02   6.233047400E-03   1.283192746E-02
   1189      1      2   1.231847628E-02   8.776727244E-03   1.512533633E-02
   1190      1      2   1.408199600E-02   1.021100496E-02   1.739445985E-02
   1191      1      2   1.408572450E-02   1.171624282E-02   1.832151687E-02
   1192      1      2   1.467618683E-02   1.383534094E-02   2.016946005E-02
   1193      1      2   1.449818201E-02   1.465016335E-02   2.061127283E-02
   1194      1      2   1.460908462E-02   1.582598924E-02   2.153804283E-02
   1195      1      2   1.509560633E-02   1.647965677E-02   2.234852160E-02
   1196      1      2   1.562621728E-02   1.587137897E-02   2.227283855E-02
   1197      1      2   1.598210759E-02   1.235595340E-02   2.020141945E-02
   1198      1      2   1.366869391E-02   5.294116859E-03   1.465813312E-02
   1199      1      2   1.601992501E-02  -1.443728665E-02   2.156555687E-02
   1200      1      2   2.282553539E-02  -5.192357915E-02   5.671916023E-02
   1201      1      2   1.217733013E-02  -8.101715645E-02   8.192720555E-02
   1202      1      2  -8.671897674E-04  -4.892918977E-02   4.893687393E-02
   1203      1      2   5.251224969E-04  -4.720564985E-02   4.720857053E-02
   1204      1      2   2.818038110E-04  -4.383327258E-02   4.383417843E-02
   1205      1      2  -5.365111808E-05  -3.683032134E-02   3.683036042E-02
   1206      1      2   1.245432414E-03  -3.474528904E-02   3.476760292E-02
   1207      1      2   1.083551657E-03  -3.215052740E-02   3.216878139E-02
   1208      1      2   2.766452700E-04  -2.813871644E-02   2.814007632E-02
   1209      1      2  -4.498946562E-04  -2.837077486E-02   2.837434178E-02
   1210      1      2  -2.309535094E-03  -2.748332495E-02   2.758019403E-02
   1211      1      2  -6.312333769E-03  -3.067034840E-02   3.131318937E-02
   1212      1      2  -1.562738888E-02  -3.036561696E-02   3.415092937E-02
   1213      1      2  -1.126091360E-02  -3.618242683E-02   3.789427643E-02
   1214      1      2  -5.573534652E-03  -3.323780713E-02   3.370187103E-02
   1215      1      2  -2.439937713E-03  -9.877344213E-03   1.017424320E-02
   1216      1      2  -9.872705711E-04   2.774453940E-03   2.944876542E-03
   1217      1      2  -1.346131087E-03   7.609793107E-03   7.727937631E-03
   1218      1      2  -1.982407988E-03   8.420063642E-03   8.650283994E-03
   1219      1      2  -3.648960198E-03   1.081205083E-02   1.141119422E-02
   1220      1      2  -4.595859605E-03   1.062057275E-02   1.157231572E-02
   1221      1      2  -5.098243483E-03   1.003585223E-02   1.125657215E-02
   1222      1      2  -7.975542685E-03   1.025772689E-02   1.299346921E-02
   1223      1      2  -1.146461513E-02   1.129750189E-02   1.609568106E-02
   1224      1      2  -1.421787448E-02   1.042624585E-02   1.763106795E-02
   1225      1      2  -1.709643273E-02   1.023607453E-02   1.992649577E-02
   1226      1      2  -2.182859840E-02   1.215973121E-02   2.498693201E-02
   1227      1      2  -2.875566981E-02   8.216653212E-03   2.990655340E-02
   1228      1      2  -4.616184002E-02   9.271448708E-04   4.617114978E-02
   1229      1      2  -3.802434758E-02  -2.243969435E-02   4.415190700E-02
   1230      1      2   6.345081283E-04  -1.596042994E-02   1.597303742E-02
   1231      1      2   1.053495705E-02  -1.482506061E-02   1.818702125E-02
   1232      1      2   1.368371643E-02  -1.337389387E-02   1.913387396E-02
   1233      1      2   1.487172162E-02  -1.180159420E-02   1.898540833E-02
   1234      1      2   1.569004854E-02  -1.050354153E-02   1.888126075E-02
   1235      1      2   1.570521803E-02  -9.444305365E-03   1.832617737E-02
   1236      1      2   1.446527676E-02  -6.724336528E-03   1.595183167E-02
   1237      1      2   1.359656109E-02  -5.088979914E-03   1.451771986E-02
   1238      1      2   1.278207036E-02  -3.871685231E-03   1.335557072E-02
   1239      1      2   1.170877159E-02  -2.957126861E-03   1.207642047E-02
   1240      1      2   1.031468827E-02  -1.781964686E-03   1.046748262E-02
   1241      1      2   9.120191409E-03  -1.158430024E-03   9.193467869E-03
   1242      1      2   7.897141011E-03  -8.747115192E-04   7.945436199E-03
   1243      1      2   6.825822649E-03  -2.700426039E-04   6.831162261E-03
   1244      1      2   6.043820976E-03  -1.855263514E-04   6.046667844E-03
   1245      1      2   5.355421898E-03   4.643021723E-05   5.355623163E-03
   1246      1      2   4.778594584E-03   6.266166951E-05   4.779005407E-03
   1247      1      2   4.257585027E-03   7.550719078E-05   4.258254525E-03
   1248      1      2   3.775156958E-03   1.793477987E-04   3.779414729E-03
   1249      1      2   3.386271678E-03   2.366115704E-04   3.394528084E-03
   1250      1      2   3.072507043E-03   2.429468673E-04   3.082097128E-03
   1251      1      2   2.760084903E-03   2.676281609E-04   2.773029661E-03
   1252      1      2   2.487051675E-03   2.432093728E-04   2.498915131E-03
   1253      1      2   2.248357064E-03   2.399979068E-04   2.261129913E-03
   1254      1      2   2.028525201E-03   3.020594392E-04   2.050891122E-03
   1255      1      2   1.860812191E-03   2.651971767E-04   1.879614735E-03
   1256      1      2   1.723248212E-03   2.786993398E-04   1.745639631E-03
   1257      1      2   1.599426367E-03   2.797039235E-04   1.623699168E-03
   1258      1      2   1.482692569E-03   2.693310219E-04   1.506956023E-03
   1259      1      2   1.377689648E-03   2.444663993E-04   1.399211416E-03
   1260      1      2   1.270211783E-03   2.292432154E-04   1.290732515E-03
   1261      1      2   1.145517749E-03   2.299612436E-04   1.168371981E-03
   1262      1      2   1.152536960E-03  -1.359321713E-04   1.160525312E-03
   1263      1      2   1.273595214E-03  -1.413612005E-04   1.281416309E-03
   1264      1      2   1.371288059E-03  -1.300001551E-04   1.377436380E-03
   1265      1      2   1.485889546E-03  -1.508520797E-04   1.493527400E-03
   1266      1      2   1.586577680E-03  -1.442751562E-04   1.593123992E-03
   1267      1      2   1.706692474E-03  -1.498184833E-04   1.713255608E-03
   1268      1      2   1.813746217E-03  -1.755026880E-04   1.822217477E-03
   1269      1      2   1.963797679E-03  -1.723403163E-04   1.971345355E-03
   1270      1      2   2.100059696E-03  -1.809329100E-04   2.107839521E-03
   1271      1      2   2.263951107E-03  -1.895998552E-04   2.271876475E-03
   1272      1      2   2.469911790E-03  -2.132680108E-04   2.479102155E-03
   1273      1      2   2.732119522E-03  -1.872355427E-04   2.738527749E-03
   1274      1      2   3.052763650E-03  -1.065796430E-04   3.054623564E-03
   1275      1      2   3.398557388E-03  -4.899762871E-05   3.398910573E-03
   1276      1      2   3.794646117E-03   3.019007964E-05   3.794766211E-03
   1277      1      2   4.293905780E-03   2.365761866E-04   4.300418019E-03
   1278      1      2   4.919554657E-03   4.282650782E-04   4.938160487E-03
   1279      1      2   5.555612741E-03   9.653249948E-04   5.638854961E-03
   1280      1      2   6.383182513E-03   1.372527213E-03   6.529077266E-03
   1281      1      2   7.362147920E-03   2.033442309E-03   7.637807906E-03
   1282      1      2   8.573324995E-03   2.650332892E-03   8.973637273E-03
   1283      1      2   9.826050025E-03   3.281244445E-03   1.035943165E-02
   1284      1      2   1.117314266E-02   5.269249657E-03   1.235330356E-02
   1285      1      2   1.227185700E-02   7.229756757E-03   1.424316878E-02
   1286      1      2   1.345759924E-02   1.010676590E-02   1.683014243E-02
   1287      1      2   1.479680674E-02   1.113417453E-02   1.851797322E-02
   1288      1      2   1.526210868E-02   1.365467160E-02   2.047881876E-02
