 istep =  100001
     ik     ic     iv              Real              Imag               Abs
   6261      1      2  -8.559261181E-04   4.502475284E-02   4.503288774E-02
   6262      1      2  -4.454430996E-04   4.305185199E-02   4.305415635E-02
   6263      1      2  -4.769682845E-04   4.560653817E-02   4.560903225E-02
   6264      1      2   6.739443201E-04   4.433554994E-02   4.434067196E-02
   6265      1      2   5.858488691E-04   4.784109897E-02   4.784468591E-02
   6266      1      2  -1.040875302E-03   5.387536430E-02   5.388541824E-02
   6267      1      2  -1.346859797E-03   5.741814568E-02   5.743394018E-02
   6268      1      2  -1.439092965E-02   8.293767927E-02   8.417694161E-02
   6269      1      2  -2.787944807E-02   9.193386345E-02   9.606819907E-02
   6270      1      2  -2.768964238E-02   2.963557393E-02   4.055839663E-02
   6271      1      2  -2.127312316E-02  -5.412113269E-03   2.195077992E-02
   6272      1      2  -2.010481433E-02  -1.747802429E-02   2.663991165E-02
   6273      1      2  -1.943446187E-02  -2.321003262E-02   3.027216416E-02
   6274      1      2  -1.946844100E-02  -2.568304364E-02   3.222792152E-02
   6275      1      2  -1.990446015E-02  -2.631024313E-02   3.299115681E-02
   6276      1      2  -1.977571985E-02  -2.488767823E-02   3.178797923E-02
   6277      1      2  -1.935505608E-02  -2.346173427E-02   3.041498267E-02
   6278      1      2  -1.920179769E-02  -2.181496402E-02   2.906203176E-02
   6279      1      2  -1.846891604E-02  -1.927714680E-02   2.669661492E-02
   6280      1      2  -1.766552083E-02  -1.645399905E-02   2.414134857E-02
   6281      1      2  -1.620164298E-02  -1.309509440E-02   2.083206021E-02
   6282      1      2  -1.509364893E-02  -1.027239166E-02   1.825760851E-02
   6283      1      2  -1.366295452E-02  -6.806498510E-03   1.526449305E-02
   6284      1      2  -1.210463901E-02  -5.755080248E-03   1.340310540E-02
   6285      1      2  -1.048448260E-02  -5.246268464E-03   1.172380946E-02
   6286      1      2  -9.258393194E-03  -3.692955971E-03   9.967736370E-03
   6287      1      2  -8.021719589E-03  -2.641525291E-03   8.445450907E-03
   6288      1      2  -7.029725753E-03  -1.827570866E-03   7.263405498E-03
   6289      1      2  -6.136739669E-03  -1.145649245E-03   6.242762686E-03
   6290      1      2  -5.408064062E-03  -7.640542477E-04   5.461770390E-03
   6291      1      2  -4.763407714E-03  -4.026469765E-04   4.780395134E-03
   6292      1      2  -4.220346148E-03  -2.998624646E-04   4.230985595E-03
   6293      1      2  -3.728829027E-03  -1.609897094E-04   3.732302721E-03
   6294      1      2  -3.329619000E-03  -6.472184395E-05   3.330247979E-03
   6295      1      2  -2.999283178E-03  -5.434512646E-06   2.999288101E-03
   6296      1      2  -2.731135584E-03  -1.267954563E-06   2.731135878E-03
   6297      1      2  -2.437469944E-03   3.491811699E-05   2.437720042E-03
   6298      1      2  -2.257047615E-03   4.566112078E-05   2.257509441E-03
   6299      1      2  -2.080043162E-03   6.537652753E-05   2.081070313E-03
   6300      1      2  -1.932273074E-03   8.351457868E-05   1.934077020E-03
   6301      1      2  -1.772967839E-03   8.830788098E-05   1.775165693E-03
   6302      1      2  -1.643279194E-03   7.853469861E-05   1.645154767E-03
   6303      1      2  -1.526478449E-03   7.940906513E-05   1.528542526E-03
   6304      1      2  -1.395942839E-03   7.702618480E-05   1.398066322E-03
   6305      1      2  -1.258178828E-03   8.697489491E-05   1.261181429E-03
   6306      1      2  -1.269375029E-03  -1.972716409E-04   1.284612418E-03
   6307      1      2  -1.406634980E-03  -2.012710649E-04   1.420961650E-03
   6308      1      2  -1.548134281E-03  -2.100374654E-04   1.562317346E-03
   6309      1      2  -1.670780577E-03  -2.184991847E-04   1.685007309E-03
   6310      1      2  -1.825606567E-03  -2.173350707E-04   1.838497721E-03
   6311      1      2  -1.993084048E-03  -1.940485698E-04   2.002508144E-03
   6312      1      2  -2.159451374E-03  -1.615116680E-04   2.165482915E-03
   6313      1      2  -2.379883315E-03  -9.761275390E-05   2.381884305E-03
   6314      1      2  -2.615420012E-03  -1.263292427E-04   2.618469194E-03
   6315      1      2  -2.933115404E-03  -1.188272546E-04   2.935521400E-03
   6316      1      2  -3.351710621E-03  -2.696336704E-05   3.351819075E-03
   6317      1      2  -3.743735018E-03   5.836197027E-05   3.744189900E-03
   6318      1      2  -4.199506575E-03   1.173504981E-04   4.201145869E-03
   6319      1      2  -4.746693801E-03   1.850390366E-04   4.750299094E-03
   6320      1      2  -5.341010858E-03   3.520440992E-04   5.352600492E-03
   6321      1      2  -6.002985747E-03   5.725913826E-04   6.030232066E-03
   6322      1      2  -6.787937576E-03   8.416557681E-04   6.839918198E-03
   6323      1      2  -7.619511317E-03   1.093317006E-03   7.697551220E-03
   6324      1      2  -8.633821035E-03   1.377836932E-03   8.743071558E-03
   6325      1      2  -9.827379401E-03   1.916996128E-03   1.001260506E-02
   6326      1      2  -1.119766479E-02   2.701333956E-03   1.151889326E-02
   6327      1      2  -1.257815411E-02   3.336706848E-03   1.301320765E-02
   6328      1      2  -1.411090590E-02   4.686300210E-03   1.486872808E-02
   6329      1      2  -1.558554218E-02   6.330301454E-03   1.682206413E-02
   6330      1      2  -1.690537158E-02   8.757884731E-03   1.903922617E-02
   6331      1      2  -1.784994351E-02   1.049653035E-02   2.070742941E-02
   6332      1      2  -1.822651896E-02   1.206869191E-02   2.185999354E-02
   6333      1      2  -1.917552567E-02   1.472412233E-02   2.417644645E-02
   6334      1      2  -1.895289194E-02   1.717893183E-02   2.557983213E-02
   6335      1      2  -1.767523932E-02   2.013981988E-02   2.679601518E-02
   6336      1      2  -1.554334149E-02   2.353972343E-02   2.820840378E-02
   6337      1      2  -1.186457263E-02   2.643440523E-02   2.897491783E-02
   6338      1      2   1.890678378E-02   4.834365977E-02   5.190930468E-02
   6339      1      2   5.295964058E-02   1.748553752E-02   5.577156580E-02
   6340      1      2   2.901862147E-02  -2.613826962E-03   2.913610275E-02
   6341      1      2   2.296754060E-02  -5.797506570E-03   2.368795060E-02
   6342      1      2   1.893430516E-02  -7.943163243E-03   2.053294314E-02
   6343      1      2   1.602562303E-02  -9.733894380E-03   1.875018115E-02
   6344      1      2   1.356122156E-02  -1.148256910E-02   1.776952794E-02
   6345      1      2   1.083047962E-02  -1.029529549E-02   1.494297153E-02
   6346      1      2   8.302096013E-03  -1.171581485E-02   1.435914746E-02
   6347      1      2   5.761414185E-03  -1.109677183E-02   1.250328910E-02
   6348      1      2   4.288524712E-03  -1.201997447E-02   1.276210133E-02
   6349      1      2   3.727277924E-03  -1.164600014E-02   1.222791560E-02
   6350      1      2   3.015991885E-03  -1.223027748E-02   1.259666203E-02
   6351      1      2   3.441339687E-03  -1.162673413E-02   1.212533568E-02
   6352      1      2   6.011219735E-03  -8.688928575E-03   1.056561605E-02
   6353      1      2   1.027676903E-02   2.836216979E-02   3.016661494E-02
   6354      1      2   2.559137004E-02   3.094401195E-02   4.015532463E-02
   6355      1      2   2.157839895E-02   3.133128464E-02   3.804309002E-02
   6356      1      2   5.612197135E-03   4.063950750E-02   4.102519136E-02
   6357      1      2   1.001994409E-03   3.782411460E-02   3.783738414E-02
   6358      1      2   1.158653968E-05   3.777498722E-02   3.777498900E-02
   6359      1      2  -1.207485397E-03   4.270239397E-02   4.271946245E-02
   6360      1      2  -3.695173646E-04   4.013561506E-02   4.013731605E-02
   6361      1      2   1.168458135E-03   3.854294812E-02   3.856065539E-02
   6362      1      2   1.815427911E-03   3.944921098E-02   3.949096131E-02
   6363      1      2   1.560183664E-03   4.469537734E-02   4.472259975E-02
   6364      1      2   4.243095769E-04   5.081717951E-02   5.081895092E-02
   6365      1      2  -3.062619161E-03   6.125869338E-02   6.133520319E-02
   6366      1      2  -1.790289492E-02   8.759940423E-02   8.941011838E-02
   6367      1      2  -2.823423176E-02   5.409480658E-02   6.101983236E-02
   6368      1      2  -2.106168689E-02  -2.527374421E-03   2.121278567E-02
   6369      1      2  -2.025943272E-02  -1.524494040E-02   2.535454243E-02
   6370      1      2  -1.879231530E-02  -2.062612641E-02   2.790319346E-02
   6371      1      2  -1.918812611E-02  -2.356528694E-02   3.038925686E-02
   6372      1      2  -1.914022690E-02  -2.396905771E-02   3.067350670E-02
   6373      1      2  -1.884403409E-02  -2.283286512E-02   2.960468460E-02
   6374      1      2  -1.848358823E-02  -2.139052495E-02   2.827008298E-02
   6375      1      2  -1.811280696E-02  -1.931313078E-02   2.647774153E-02
   6376      1      2  -1.781218879E-02  -1.709385291E-02   2.468752472E-02
   6377      1      2  -1.675033810E-02  -1.448661336E-02   2.214578499E-02
   6378      1      2  -1.539362197E-02  -1.136426363E-02   1.913400337E-02
   6379      1      2  -1.411480063E-02  -9.120088327E-03   1.680486858E-02
   6380      1      2  -1.288181150E-02  -6.177524797E-03   1.428645793E-02
   6381      1      2  -1.130783724E-02  -4.711008126E-03   1.224992982E-02
   6382      1      2  -9.934486593E-03  -4.559319235E-03   1.093075550E-02
   6383      1      2  -8.611013959E-03  -2.971827149E-03   9.109408214E-03
   6384      1      2  -7.476427873E-03  -2.216526486E-03   7.798074340E-03
   6385      1      2  -6.458786303E-03  -1.462144965E-03   6.622219297E-03
   6386      1      2  -5.749675728E-03  -9.150672105E-04   5.822037356E-03
   6387      1      2  -4.999607272E-03  -5.137053777E-04   5.025929376E-03
   6388      1      2  -4.445891878E-03  -2.951108738E-04   4.455675596E-03
   6389      1      2  -3.928567059E-03  -1.997056785E-04   3.933639726E-03
   6390      1      2  -3.465128649E-03  -7.902904438E-05   3.466029738E-03
   6391      1      2  -3.101560348E-03   8.218078820E-06   3.101571235E-03
   6392      1      2  -2.824525904E-03   4.750987173E-05   2.824925445E-03
   6393      1      2  -2.561990552E-03   4.983462977E-05   2.562475186E-03
   6394      1      2  -2.347241377E-03   7.836119282E-05   2.348549033E-03
   6395      1      2  -2.157176411E-03   8.325688893E-05   2.158782476E-03
   6396      1      2  -1.984396385E-03   9.828945766E-05   1.986829089E-03
   6397      1      2  -1.853484250E-03   1.180219817E-04   1.857238017E-03
   6398      1      2  -1.708739157E-03   1.033328398E-04   1.711860737E-03
   6399      1      2  -1.594122518E-03   9.742569343E-05   1.597096857E-03
   6400      1      2  -1.476940183E-03   9.285543738E-05   1.479856221E-03
   6401      1      2  -1.346937252E-03   8.602391693E-05   1.349681471E-03
   6402      1      2  -1.217249509E-03   1.069534007E-04   1.221939195E-03
   6403      1      2  -1.228870697E-03  -2.172122912E-04   1.247920017E-03
   6404      1      2  -1.366164804E-03  -2.281886116E-04   1.385090724E-03
   6405      1      2  -1.490120351E-03  -2.294944650E-04   1.507689082E-03
   6406      1      2  -1.603490936E-03  -2.375844846E-04   1.620996474E-03
   6407      1      2  -1.744126516E-03  -2.127237322E-04   1.757051135E-03
   6408      1      2  -1.901385942E-03  -2.188990656E-04   1.913944958E-03
   6409      1      2  -2.064485019E-03  -2.002687813E-04   2.074175976E-03
   6410      1      2  -2.255556411E-03  -1.535602976E-04   2.260777629E-03
   6411      1      2  -2.466262576E-03  -1.636117311E-04   2.471683615E-03
   6412      1      2  -2.799235393E-03  -1.580785736E-04   2.803695351E-03
   6413      1      2  -3.143477163E-03  -1.136011881E-04   3.145529193E-03
   6414      1      2  -3.536366868E-03  -4.990567218E-05   3.536718988E-03
   6415      1      2  -3.973074596E-03  -4.126798856E-06   3.973076739E-03
   6416      1      2  -4.438403228E-03   4.732106734E-05   4.438655483E-03
   6417      1      2  -4.983424224E-03   1.777438982E-04   4.986593014E-03
   6418      1      2  -5.581088627E-03   3.589152794E-04   5.592617495E-03
   6419      1      2  -6.324783648E-03   5.256565450E-04   6.346589871E-03
   6420      1      2  -7.084866687E-03   7.762607180E-04   7.127265722E-03
   6421      1      2  -8.059330574E-03   1.080530377E-03   8.131442381E-03
   6422      1      2  -9.136090329E-03   1.361463614E-03   9.236976219E-03
   6423      1      2  -1.045277377E-02   1.967162093E-03   1.063626843E-02
   6424      1      2  -1.182847718E-02   2.697583017E-03   1.213218145E-02
   6425      1      2  -1.332163397E-02   3.941295429E-03   1.389243467E-02
   6426      1      2  -1.450112227E-02   5.427994852E-03   1.548372291E-02
   6427      1      2  -1.567623043E-02   7.171992720E-03   1.723895821E-02
   6428      1      2  -1.686145543E-02   9.355286226E-03   1.928289552E-02
   6429      1      2  -1.754030832E-02   1.127779836E-02   2.085308495E-02
   6430      1      2  -1.804632971E-02   1.325383436E-02   2.239049221E-02
   6431      1      2  -1.757923083E-02   1.537881890E-02   2.335674266E-02
   6432      1      2  -1.538257876E-02   1.761464125E-02   2.338587855E-02
   6433      1      2  -1.346123579E-02   2.051831539E-02   2.453988866E-02
   6434      1      2  -7.522857886E-03   2.485407063E-02   2.596763789E-02
   6435      1      2   1.286263215E-02   3.218813140E-02   3.466299337E-02
   6436      1      2   5.105554695E-02   1.059972063E-02   5.214425138E-02
   6437      1      2   2.917760098E-02  -3.837026217E-03   2.942881529E-02
   6438      1      2   2.200696577E-02  -6.400827541E-03   2.291892528E-02
   6439      1      2   1.847103186E-02  -7.905347835E-03   2.009162866E-02
   6440      1      2   1.555239210E-02  -1.046627070E-02   1.874619221E-02
   6441      1      2   1.276133788E-02  -1.115392425E-02   1.694879850E-02
   6442      1      2   9.728811379E-03  -1.036227419E-02   1.421360254E-02
   6443      1      2   7.161460776E-03  -9.723941826E-03   1.207648811E-02
   6444      1      2   5.773040470E-03  -1.119499510E-02   1.259586883E-02
   6445      1      2   3.565414703E-03  -1.109079614E-02   1.164980433E-02
   6446      1      2   3.411552976E-03  -1.152959412E-02   1.202373628E-02
   6447      1      2   1.777184175E-03  -9.084068022E-03   9.256277622E-03
   6448      1      2   3.370658997E-03  -9.785513685E-03   1.034976426E-02
   6449      1      2   5.623557664E-03  -2.568529787E-03   6.182373821E-03
   6450      1      2   1.073329626E-02   2.914984534E-02   3.106311530E-02
   6451      1      2   2.421729542E-02   3.315132046E-02   4.105468847E-02
   6452      1      2   1.652452594E-02   3.765443223E-02   4.112075175E-02
   6453      1      2   6.855751474E-03   3.641243605E-02   3.705221758E-02
   6454      1      2   2.524146083E-03   3.457681907E-02   3.466882938E-02
   6455      1      2   6.370057008E-04   3.120790394E-02   3.121440444E-02
   6456      1      2  -7.157370177E-04   3.690800952E-02   3.691494882E-02
   6457      1      2  -8.527277096E-04   3.877844394E-02   3.878781843E-02
   6458      1      2   8.601112699E-04   3.523768097E-02   3.524817657E-02
   6459      1      2   9.037226086E-04   3.925942838E-02   3.926982851E-02
   6460      1      2   2.289217479E-03   3.955586488E-02   3.962205148E-02
   6461      1      2   5.004160818E-04   4.806512441E-02   4.806772931E-02
   6462      1      2   1.148711387E-03   5.058494675E-02   5.059798786E-02
   6463      1      2   2.805508286E-03   5.411371462E-02   5.418639116E-02
   6464      1      2  -2.785304896E-02   5.953657551E-02   6.572972052E-02
   6465      1      2  -2.098312551E-02   4.230515161E-05   2.098316815E-02
   6466      1      2  -1.881677778E-02  -1.251025372E-02   2.259596367E-02
   6467      1      2  -1.845107244E-02  -1.832787242E-02   2.600678722E-02
   6468      1      2  -1.748768763E-02  -2.074601880E-02   2.713331006E-02
   6469      1      2  -1.763279094E-02  -2.130078991E-02   2.765210601E-02
